,ingredients,cuisine
874,"['cabbag', 'pork', 'shoulder', 'garlic', 'clove', 'grain', 'rice', 'paprika', 'salt', 'pepper', 'water', 'ham', 'hock', 'sauerkraut', 'cream']",hungarian
875,"['butter', 'chicken', 'onion', 'garlic', 'ground', 'cumin', 'ground', 'coriand', 'ground', 'cinnamon', 'ginger', 'salt', 'ground', 'pepper', 'chicken', 'broth', 'fig', 'cilantro']",moroccan
876,"['ground', 'pork', 'onion', 'water', 'breadcrumb', 'salt', 'ground', 'cinnamon', 'ground', 'clove', 'pastri', 'crust', 'pie']",english
877,"['potato', 'butter', 'onion', 'salt', 'ground', 'pepper', 'bay', 'leav', 'ground', 'thyme', 'paprika', 'sherri', 'beef', 'stock', 'ricotta', 'walnut', 'thyme', 'leav']",french
878,"['oil', 'onion', 'garlic', 'clove', 'bell', 'pepper', 'salt', 'pepper', 'tomato', 'basil', 'eggplant', 'tomato', 'squash', 'zucchini', 'garlic', 'parsley', 'thyme']",french
879,"['pork', 'shoulder', 'onion', 'garlic', 'parsley', 'bay', 'leav', 'sugar', 'sea', 'salt', 'ground', 'pepper', 'juic', 'lime', 'juic', 'oil', 'mayonnais', 'relish', 'lemon', 'juic', 'cilantro', 'chili', 'romain', 'lettuc', 'ciabatta', 'rice']",cuban
880,"['elbow', 'macaroni', 'chees', 'yogurt', 'spinach', 'salt', 'pepper', 'onion', 'powder', 'garlic', 'powder']",greek
881,"['chicken', 'corn', 'starch', 'salt', 'pepper', 'oil', 'sugar', 'pineappl', 'juic', 'gluten', 'pineappl']",hawaiian
882,"['chicken', 'lemon', 'garlic', 'clove', 'oregano', 'salt', 'pepper', 'oil', 'potato', 'semolina', 'water', 'yogurt', 'cucumb', 'pepper', 'lemon', 'juic', 'pita', 'bread', 'salad']",greek
883,"['bean', 'chicken', 'broth', 'tomato', 'chili', 'cod', 'onion', 'garlic', 'clove', 'wine', 'vinegar', 'oregano', 'thyme', 'ground', 'cumin', 'ground', 'pepper']",cuban
884,"['spray', 'corn', 'kernel', 'zucchini', 'bell', 'pepper', 'onion', 'chili', 'oregano', 'garlic', 'clove', 'tortilla', 'chip', 'chihuahua', 'chees', 'chili', 'chili']",american
885,"['beef', 'bacon', 'salt', 'pepper', 'paprika', 'caraway', 'seed', 'bay', 'leaf', 'pepper', 'beef', 'stock', 'wine', 'garlic', 'onion', 'cream', 'paprika']",hungarian
886,"['ground', 'cumin', 'pepper', 'ground', 'clove', 'salt', 'center', 'pork', 'loin', 'chop', 'spray', 'banana', 'garlic', 'clove', 'lime', 'rind', 'lime', 'juic']",cuban
887,"['soy', 'sauc', 'honey', 'garlic', 'ginger', 'appl', 'cider', 'vinegar', 'pepper', 'flake', 'water', 'arrowroot', 'starch', 'turkey', 'breast', 'cutlet', 'zucchini', 'bell', 'pepper', 'pineappl', 'onion', 'onion', 'chicken', 'broth', 'coconut', 'milk', 'sea', 'salt', 'rice']",hawaiian
888,"['oil', 'onion', 'cabbag', 'garlic', 'seed', 'beef', 'gold', 'potato', 'beef', 'stock', 'lager', 'grain', 'mustard', 'parsley', 'horseradish', 'salt', 'ground', 'pepper']",irish
889,"['cutlet', 'ham', 'gruyer', 'chees']",french
890,"['chicken', 'breast', 'chees', 'prosciutto', 'breadcrumb', 'salt', 'thyme', 'egg', 'flour', 'oil']",french
891,"['chicken', 'thigh', 'soy', 'sauc', 'corn', 'starch', 'lemon', 'juic', 'sugar', 'water', 'lemon', 'zest', 'flour', 'oil']",chinese
892,"['rhine', 'wine', 'onion', 'carrot', 'garlic', 'clove', 'bay', 'leaf', 'sugar', 'spice', 'clove', 'ground', 'ginger', 'peppercorn', 'wine', 'vinegar', 'rump', 'roast', 'tomato', 'past', 'salt', 'raisin', 'corn', 'starch', 'water', 'appl', 'lemon', 'juic', 'lemon', 'zest', 'cinnamon', 'stick', 'ground', 'nutmeg', 'ground', 'allspic']",german
893,"['pork', 'butt', 'salt', 'oregano', 'cumin', 'pepper', 'lime', 'garlic', 'corn', 'tortilla', 'milk', 'cow', 'chees', 'mustard', 'powder', 'ham', 'onion', 'pickl', 'spear', 'cilantro']",cuban
894,"['chicken', 'breast', 'pepper', 'garlic', 'powder', 'salt', 'egg', 'water', 'style', 'breadcrumb', 'parmesan', 'chees', 'veget', 'oil', 'marinara', 'sauc', 'spaghetti', 'mzarella', 'chees']",italian
895,"['oil', 'onion', 'thyme', 'salt', 'pepper', 'beef', 'broth', 'wine', 'ground', 'beef', 'bread', 'crumb', 'parsley', 'salt', 'egg', 'mzarella', 'chees', 'parsley', 'corn', 'starch']",french
896,"['salt', 'ground', 'ginger', 'roast', 'water', 'cider', 'vinegar', 'onion', 'sugar', 'spice', 'peppercorn', 'clove', 'bay', 'leav', 'veget', 'oil', 'gingersnap']",german
897,"['oil', 'chicken', 'thigh', 'onion', 'garlic', 'clove', 'saffron', 'thread', 'ground', 'ginger', 'ground', 'cumin', 'ground', 'cinnamon', 'apricot', 'lemon', 'honey', 'coriand', 'stock', 'almond']",moroccan
898,"['tuna', 'steak', 'leaf', 'parsley', 'rosemari', 'leav', 'thyme', 'leav', 'lemon', 'peel', 'salt', 'ground', 'pepper', 'bean', 'tomato', 'onion', 'oil', 'egg', 'oliv', 'caper', 'anchovi', 'filet', 'roll', 'leaf', 'lettuc']",french
899,"['dough', 'bread', 'water', 'salt', 'pork', 'ground', 'pork', 'scallion', 'soy', 'sauc', 'sesam', 'oil', 'ground', 'pepper', 'sugar', 'water', 'butter', 'butter', 'ginger', 'cilantro']",chinese
900,"['phyllo', 'pastri', 'shrimp', 'spinach', 'butter', 'garlic', 'clove', 'bay', 'scallop', 'cream', 'chees', 'cream', 'chees', 'salt', 'pepper', 'flour', 'half']",american
901,"['steak', 'oil', 'oregano', 'salt', 'ground', 'pepper', 'yogurt', 'dill', 'garlic', 'lemon', 'juic', 'pita', 'pocket', 'onion', 'cucumb', 'chees']",greek
902,"['flour', 'ground', 'beef', 'cumin', 'onion', 'garlic', 'clove', 'cilantro', 'chili', 'beer', 'enchilada', 'sauc', 'cream', 'chees', 'jack', 'chees', 'cheddar', 'chees', 'oil']",mexican
903,"['brat', 'beer', 'onion', 'pepper', 'dog', 'bun', 'mustard', 'onion']",german
904,"['chicken', 'thigh', 'soy', 'sauc', 'mirin', 'sake', 'sugar', 'sesam', 'seed']",japanese
905,"['ground', 'pork', 'parsley', 'leav', 'sage', 'leek', 'ground', 'pepper', 'salt', 'veget', 'oil', 'onion', 'garlic', 'clove', 'wine', 'gravi', 'granul', 'water']",english
906,"['chicken', 'stock', 'grit', 'fontina', 'chees', 'chees', 'butter', 'salt', 'pepper', 'buffalo', 'sauc', 'onion', 'cilantro', 'chive', 'shrimp', 'paprika', 'garlic', 'powder', 'flour', 'chees']",american
907,"['chicken', 'leg', 'mirin', 'sake', 'water', 'sugar', 'scallion', 'salt', 'sauc', 'bamboo', 'shoot', 'togarashi']",japanese
908,"['potato', 'tomato', 'pea', 'oil', 'ginger', 'garlic', 'cumin', 'seed', 'turmer', 'chili', 'garam', 'masala', 'coriand', 'powder', 'cilantro', 'water', 'salt']",indian
909,"['chicken', 'thigh', 'potato', 'starch', 'wine', 'sea', 'salt', 'slab', 'bacon', 'onion', 'button', 'mushroom', 'celeri', 'carrot', 'pearl', 'onion', 'gold', 'potato', 'tomato', 'past', 'garlic', 'clove', 'thyme', 'bay', 'leaf']",french
910,"['pork', 'tenderloin', 'soy', 'sauc', 'sugar', 'ground', 'ginger', 'garlic', 'salt', 'pepper', 'bell', 'pepper', 'onion', 'pineappl', 'chunk', 'oil', 'corn', 'starch']",hawaiian
911,"['halibut', 'dung', 'crab', 'shrimp', 'littleneck', 'clam', 'oil', 'onion', 'bell', 'pepper', 'garlic', 'salt', 'tomato', 'broth', 'wine', 'tomato', 'juic', 'fish', 'bouquet', 'basil', 'pepper', 'parsley']",italian
912,"['oil', 'carrot', 'celeri', 'onion', 'garlic', 'mushroom', 'beef', 'tomato', 'past', 'worcestershir', 'sauc', 'flour', 'beef', 'broth', 'wine', 'pie', 'crust']",english
913,"['ground', 'beef', 'egg', 'oil', 'sugar', 'ground', 'ginger', 'soy', 'sauc', 'pineappl', 'juic', 'pineappl', 'slice', 'juic', 'mayonnais', 'celeri', 'seed', 'ketchup', 'provolon', 'chees', 'romain', 'lettuc', 'leav', 'hamburg', 'bun', 'margarin']",hawaiian
914,"['ground', 'cumin', 'ground', 'coriand', 'cayenn', 'pepper', 'tabl', 'salt', 'chicken', 'breast', 'yogurt', 'veget', 'oil', 'garlic', 'clove', 'ginger', 'onion', 'chili', 'tomato', 'past', 'garam', 'masala', 'tomato', 'sugar', 'cream', 'cilantro']",indian
915,"['beef', 'sake', 'onion', 'ginger', 'soy', 'sauc', 'salt', 'mirin', 'sugar', 'scallion', 'tofu', 'udon', 'egg']",japanese
916,"['spray', 'cauliflow', 'egg', 'partskim', 'mzarella', 'chees', 'parmesan', 'chees', 'ground', 'pepper', 'salt', 'tomato', 'sauc', 'grape', 'tomato', 'garlic', 'pepper', 'flake', 'basil', 'leav']",italian
917,"['rice', 'tempeh', 'mushroom', 'walnut', 'chestnut', 'onion', 'garlic', 'paprika', 'paprika', 'smoke', 'tomato', 'past', 'mapl', 'syrup', 'soy', 'sauc', 'mustard', 'sauc', 'salt', 'pepper', 'cabbag', 'leav', 'sauerkraut', 'cashew', 'nut', 'lemon', 'juic']",hungarian
918,"['oil', 'beef', 'rib', 'onion', 'carrot', 'bell', 'pepper', 'garlic', 'paprika', 'rioja', 'beef', 'stock', 'tomato', 'salt', 'bay', 'leaf', 'kalamata', 'parsley', 'leav']",spanish
919,"['chicken', 'breast', 'halv', 'paprika', 'butter', 'onion', 'plum', 'tomato', 'chicken', 'broth', 'cream']",hungarian
920,"['fish', 'flour', 'bread', 'crumb', 'egg', 'sunflow', 'oil', 'leicest', 'cream', 'milk', 'butter', 'egg', 'yolk', 'cheddar']",english
921,"['round', 'oil', 'broccoli', 'onion', 'ginger', 'garlic', 'pepper', 'flake', 'corn', 'starch', 'broth', 'curri', 'powder', 'soy', 'sauc', 'coconut', 'milk', 'sesam', 'seed', 'cilantro', 'onion']",japanese
922,"['cod', 'flour', 'corn', 'starch', 'salt', 'paprika', 'milk', 'hash', 'brown', 'oil']",english
923,"['shrimp', 'oil', 'chili', 'lemon', 'juic', 'worcestershir', 'sauc', 'garlic', 'clove', 'pepper']",american
924,"['potato', 'milk', 'mustard', 'cabbag', 'spring', 'onion', 'cheddar', 'chees', 'steak', 'tomato']",irish
925,"['oil', 'eggplant', 'zucchini', 'salt', 'plum', 'tomato', 'garlic', 'lasagna', 'noodl', 'ricotta', 'oregano', 'fontina', 'parmesan']",italian
926,"['chicken', 'thigh', 'veget', 'oil', 'lime', 'wedg', 'parsley', 'garlic', 'onion', 'lime', 'lime', 'zest', 'rum', 'flour', 'salt', 'ground', 'pepper', 'cumin', 'oregano', 'paprika']",cuban
927,"['pancetta', 'sausag', 'chicken', 'leg', 'onion', 'garlic', 'thyme', 'paprika', 'oliv', 'tomato', 'wine', 'chicken', 'stock', 'bean', 'rosemari', 'bread', 'crumb', 'sea', 'salt', 'ground', 'pepper', 'oil']",french
928,"['bacon', 'flour', 'salt', 'ground', 'pepper', 'ground', 'allspic', 'beef', 'stew', 'meat', 'carrot', 'onion', 'garlic', 'parsley', 'rosemari', 'bay', 'leaf']",irish
929,"['oliv', 'oil', 'onion', 'garlic', 'clove', 'egg', 'parsley', 'oregano', 'pepper', 'flake', 'ground', 'turkey', 'bread', 'crumb', 'salt', 'ground', 'pepper', 'yogurt', 'cucumb', 'lemon', 'juic', 'garlic', 'powder', 'wheat', 'hamburg', 'bun', 'onion', 'boston', 'lettuc', 'tomato']",greek
930,"['beef', 'brisket', 'lime', 'juic', 'molass', 'worcestershir', 'sauc', 'oregano', 'garlic', 'clove', 'salt', 'pepper', 'ground', 'cumin', 'paprika', 'coriand', 'ground', 'allspic', 'veget', 'oil', 'onion', 'celeri', 'beef', 'broth', 'tomato', 'bay', 'leaf']",cuban
931,"['ground', 'chicken', 'barbecu', 'sauc', 'provolon', 'chees', 'style', 'breadcrumb', 'cilantro', 'garlic', 'pineappl', 'juic', 'pepper', 'salt', 'chees', 'pineappl', 'lettuc', 'roll']",hawaiian
932,"['chicken', 'breast', 'sesam', 'seed', 'corn', 'starch', 'peanut', 'oil', 'lemon', 'slice', 'soy', 'sauc', 'sesam', 'oil', 'egg', 'white', 'garlic', 'clove', 'ginger', 'chicken', 'stock', 'lemon', 'juic', 'lemon', 'zest', 'sugar']",chinese
933,"['chicken', 'breast', 'cashew', 'garlic', 'clove', 'oyster', 'sauc', 'soy', 'sauc', 'rice', 'vinegar', 'scallion', 'chili', 'sesam', 'oil', 'flour', 'oil', 'bell', 'pepper', 'bean', 'mushroom', 'broccoli', 'floret', 'onion', 'ginger', 'ground', 'pepper', 'chili', 'chicken', 'broth', 'sugar']",chinese
934,"['steak', 'soy', 'sauc', 'corn', 'starch', 'sherri', 'ginger', 'chili', 'canola', 'oil', 'garlic', 'pepper', 'asparagu', 'bean', 'stir', 'sauc']",chinese
935,"['tomato', 'sauc', 'chicken', 'thigh', 'onion', 'pepper', 'mushroom', 'garlic', 'clove', 'sauc', 'season', 'spinach', 'rice']",italian
936,"['savoy', 'cabbag', 'oil', 'sugar', 'onion', 'garlic', 'clove', 'leek', 'ground', 'pepper', 'egg', 'noodl', 'seed']",hungarian
937,"['veget', 'oil', 'onion', 'garlic', 'masala', 'fish', 'bean', 'rice', 'yogurt']",indian
938,"['sausag', 'veget', 'oil', 'onion', 'tomato', 'sauc', 'sherri', 'wine', 'oregano', 'pepper', 'flake', 'ground', 'pepper', 'garlic', 'powder', 'adobo', 'season']",cuban
939,"['chicken', 'breast', 'dress', 'cream', 'chees', 'cream', 'chicken', 'soup']",italian
940,"['saffron', 'spray', 'chicken', 'thigh', 'onion', 'garlic', 'clove', 'salt', 'ground', 'pepper', 'ground', 'ginger', 'cinnamon', 'paprika', 'lemon', 'lemon', 'parsley', 'coriand', 'potato', 'butternut', 'squash', 'chicken', 'stock', 'tomato', 'passata']",moroccan
941,"['fish', 'salt', 'ground', 'pepper', 'tomato', 'oliv', 'caper', 'basil', 'leav', 'thyme', 'sprig', 'zucchini', 'oil']",french
942,"['pork', 'cutlet', 'mustard', 'bacon', 'onion', 'dill', 'pickl', 'butter', 'flour', 'beef', 'broth']",german
943,"['coconut', 'oil', 'cumin', 'seed', 'cardamom', 'pod', 'cinnamon', 'stick', 'tomato', 'passata', 'amchur', 'ground', 'cumin', 'coriand', 'seed', 'chili', 'ground', 'turmer', 'cilantro', 'salt']",indian
944,"['pasta', 'butter', 'cream', 'chees', 'garlic', 'powder', 'cream', 'chicken', 'stock', 'parmesan', 'chees', 'salt', 'ground', 'pepper', 'pesto']",italian
945,"['beef', 'brisket', 'potato', 'babi', 'carrot', 'onion', 'cabbag', 'water']",irish
946,"['ground', 'beef', 'potato', 'butter', 'cream', 'veget', 'oil', 'onion', 'carrot', 'fren', 'pea', 'corn', 'parsley', 'ground', 'pepper', 'salt']",irish
947,"['avocado', 'chicken', 'salsa', 'verd', 'onion', 'cilantro', 'corn', 'lime', 'juic', 'salt']",mexican
948,"['appl', 'juic', 'bourbon', 'whiskey', 'sugar', 'pecan', 'molass', 'mustard', 'ham', 'chutney', 'bread', 'buttermilk']",american
949,"['grapese', 'oil', 'onion', 'ground', 'cumin', 'sea', 'salt', 'garlic', 'ginger', 'cilantro', 'chili', 'ground', 'coriand', 'chili', 'ground', 'turmer', 'tomato', 'garam', 'masala', 'coconut', 'sugar', 'lemon', 'juic']",indian
950,"['potato', 'snack', 'chip', 'onion', 'chicken', 'breast', 'chicken', 'broth', 'pan', 'peanut', 'butter', 'coconut', 'milk', 'garlic', 'ground', 'ginger', 'lime', 'juic', 'lime', 'zest', 'fish', 'sauc', 'curri', 'past', 'pepper', 'flake']",thai
951,"['bean', 'onion', 'bell', 'pepper', 'garlic', 'clove', 'oil', 'water', 'vinegar', 'salt', 'pepper', 'bay', 'leaf', 'rice', 'onion']",cuban
952,"['steak', 'mustard', 'onion', 'turkey', 'bacon', 'dill', 'pickl', 'tomato', 'past', 'beef', 'stock', 'flour', 'wine']",german
953,"['potato', 'chicken', 'thigh', 'flour', 'paprika', 'salt', 'pepper', 'butter', 'onion', 'mushroom', 'garlic', 'clove', 'sodium', 'chicken', 'broth', 'cream', 'parsley']",hungarian
954,"['beer', 'brat', 'bacon', 'onion', 'garlic', 'chicken', 'stock', 'potato', 'carrot', 'thyme', 'bay', 'leaf', 'salt', 'ground', 'pepper', 'bread']",german
955,"['flour', 'egg', 'milk', 'water', 'butter', 'salt', 'chicken', 'chees', 'gruyer', 'chees', 'cream', 'mushroom', 'soup', 'mayonnais', 'cream', 'garlic', 'pepper']",french
956,"['brat', 'beer', 'elbow', 'macaroni', 'butter', 'garlic', 'flour', 'mustard', 'powder', 'salt', 'milk', 'cheddar', 'chees', 'pepper', 'jack', 'chees', 'pretzel', 'butter']",german
957,"['noodl', 'ginger', 'fivespic', 'powder', 'pork', 'tenderloin', 'salt', 'canola', 'oil', 'water', 'hoisin', 'sauc', 'onion']",chinese
958,"['lamb', 'loin', 'chop', 'oil', 'hanout', 'salt', 'mint', 'parsley', 'lemon', 'zest', 'garlic', 'paprika', 'pepper', 'flake', 'lemon', 'juic', 'pepper']",moroccan
959,"['spray', 'chili', 'cilantro', 'wesson', 'canola', 'oil', 'season', 'plantain', 'bean', 'rice', 'lime', 'queso', 'fresco']",cuban
960,"['turkey', 'breast', 'tarragon', 'sage', 'oil', 'lemon', 'zest', 'salt', 'ground', 'pepper', 'garlic', 'clove', 'spray', 'water', 'mayonnais', 'mayonnais', 'dijon', 'mustard', 'tarragon', 'vinegar']",american
961,"['ground', 'beef', 'bread', 'crumb', 'egg', 'pepper', 'salt', 'oil', 'carrot', 'onion', 'celeri', 'rib', 'flour', 'paprika', 'beef', 'broth', 'caraway', 'seed']",hungarian
962,"['pizza', 'dough', 'oil', 'mzarella', 'chees', 'appl', 'onion', 'brat', 'goat', 'chees', 'balsam', 'reduct']",german
963,"['chicken', 'breast', 'corn', 'starch', 'egg', 'oil', 'fivespic', 'powder', 'sugar', 'salt', 'sesam', 'oil', 'ground', 'pepper']",chinese
964,"['oil', 'lemon', 'garlic', 'oregano', 'salt', 'pepper', 'lamb', 'leg', 'steak']",greek
965,"['flour', 'salt', 'celeri', 'salt', 'nutmeg', 'garlic', 'powder', 'chicken', 'breast', 'margarin', 'pineappl', 'chunk', 'soy', 'sauc']",hawaiian
966,"['chicken', 'oil', 'garlic', 'juic', 'zest', 'lime', 'juic', 'lemon', 'juic', 'ground', 'cumin', 'cilantro', 'cayenn', 'oregano', 'mango', 'habanero', 'onion', 'bean', 'rice', 'lime', 'wedg']",cuban
967,"['oil', 'onion', 'garlic', 'zucchini', 'ground', 'pork', 'tomato', 'oliv', 'oregano', 'spinach', 'chees', 'salt', 'panko', 'breadcrumb']",greek
968,"['chicken', 'breast', 'onion', 'chicken', 'broth', 'paprika', 'pepper', 'tomato', 'pepper', 'cream']",hungarian
969,"['onion', 'fish', 'garlic', 'celeri', 'carrot', 'zucchini', 'potato', 'beef', 'tomato', 'past', 'thyme', 'pepper', 'salt', 'flour']",irish
970,"['sausag', 'pepper', 'onion', 'onion', 'cheddar', 'chees', 'flour', 'half', 'egg', 'flour', 'salsa', 'cream']",mexican
971,"['garlic', 'clove', 'almond', 'butter', 'ground', 'clove', 'chili', 'cardamom', 'seed', 'cilantro', 'onion', 'oil', 'tofu', 'almond', 'milk', 'beef', 'sauc', 'meat', 'spice', 'herb', 'garam', 'masala', 'salt', 'ginger', 'past', 'cinnamon', 'tofu', 'cream', 'ground', 'cumin']",indian
972,"['oil', 'onion', 'garlic', 'tomato', 'past', 'ground', 'turkey', 'salt', 'pepper', 'tomato', 'wine', 'vinegar', 'ground', 'cinnamon', 'ground', 'cumin', 'ground', 'clove', 'ground', 'nutmeg', 'water', 'raisin', 'pimento', 'oliv']",cuban
973,"['oil', 'pancetta', 'onion', 'pepper', 'steak', 'flour', 'garlic', 'clove', 'clove', 'junip', 'berri', 'bay', 'leav', 'thyme', 'sprig', 'tomato', 'pur??', 'paprika', 'cayenn', 'pepper', 'caraway', 'seed', 'wine', 'wine', 'vinegar', 'beef', 'stock', 'cream']",hungarian
974,"['egg', 'milk', 'salt', 'oil', 'flour', 'potato', 'soda', 'potato', 'beef', 'cabbag', 'wine', 'whip', 'cream', 'beer', 'parmesan', 'chees', 'grain', 'mustard', 'butter']",irish
975,"['tomato', 'oliv', 'oil', 'onion', 'sea', 'salt', 'ginger', 'garlic', 'garam', 'masala', 'ground', 'cayenn', 'pepper', 'chickpea', 'coconut', 'milk', 'coriand', 'rice', 'ground', 'coriand', 'ground', 'cumin', 'ground', 'turmer', 'ground', 'cardamom', 'ground', 'pepper', 'ground', 'clove', 'ground', 'cinnamon']",indian
976,"['potato', 'bacon', 'butter', 'onion', 'wine', 'reblochon', 'salt', 'ground', 'pepper']",french
977,"['chicken', 'breast', 'flour', 'pepper', 'canola', 'oil', 'soy', 'sauc', 'rice', 'vinegar', 'ketchup', 'sugar', 'garlic', 'ginger', 'pepper', 'flake', 'cashew', 'nut', 'onion', 'rice']",chinese
978,"['beef', 'salt', 'pepper', 'cumin', 'oregano', 'chees', 'ham', 'pork', 'pickl', 'mustard', 'ciabatta', 'bun']",cuban
979,"['canola', 'oil', 'brat', 'onion', 'pilsner', 'savoy', 'cabbag', 'tomato', 'ground', 'pepper', 'salt', 'parsley', 'cornbread']",german
980,"['ground', 'pork', 'egg', 'panko', 'breadcrumb', 'chees', 'onion', 'lemon', 'pepper', 'season', 'leav', 'oregano', 'yogurt', 'cucumb', 'dill', 'weed', 'lemon', 'juic', 'salt']",greek
981,"['bean', 'oil', 'onion', 'garlic', 'bell', 'pepper', 'lemon', 'juic', 'orang', 'juic', 'oregano', 'garlic', 'powder', 'salt', 'bay', 'leaf']",cuban
982,"['mango', 'chutney', 'lime', 'juic', 'oil', 'ginger', 'curri', 'powder', 'shrimp']",indian
983,"['oil', 'onion', 'onion', 'quinoa', 'broth', 'bean', 'enchilada', 'sauc', 'salsa', 'lentil', 'cilantro', 'cumin', 'cinnamon', 'bread', 'avocado']",cuban
984,"['cauliflow', 'pea', 'yogurt', 'tomato', 'ginger', 'chili', 'ground', 'turmer', 'garam', 'masala', 'flour', 'oil', 'cumin', 'seed', 'mustard', 'seed', 'coriand', 'salt']",indian
985,"['chicken', 'salt', 'ground', 'pepper', 'oil', 'garlic', 'clove', 'juic', 'lime', 'juic', 'bay', 'leaf', 'onion', 'cilantro']",cuban
986,"['pepita', 'garlic', 'arugula', 'lemon', 'juic', 'salt', 'nutmeg', 'pepper', 'oil']",english
987,"['oil', 'dog', 'soy', 'sauc', 'mirin', 'sugar', 'seawe', 'sushi', 'rice', 'season', 'sesam', 'seed']",japanese
988,"['pineappl', 'juic', 'lemon', 'juic', 'fish', 'sugar', 'chili', 'lemon', 'zest', 'ground', 'cumin', 'salt', 'ground', 'cinnamon', 'spray', 'lemon', 'slice']",american
989,"['chicken', 'breast', 'butter', 'honey', 'salt', 'ground', 'pepper', 'herb', 'provenc', 'wine', 'flour', 'chicken', 'stock']",french
990,"['banger', 'potato', 'salt', 'milk', 'nutmeg', 'onion', 'canola', 'oil', 'flour', 'dijon', 'mustard', 'pepper', 'chicken', 'stock']",english
991,"['chicken', 'onion', 'paprika', 'peppercorn', 'salt', 'water', 'cream']",hungarian
992,"['cauliflow', 'potato', 'canola', 'oil', 'mustard', 'seed', 'cumin', 'seed', 'coriand', 'seed', 'onion', 'chili', 'tomato', 'garlic', 'clove', 'ginger', 'chili', 'ground', 'turmer', 'salt', 'water', 'cilantro', 'lime', 'leav', 'hing', 'powder', 'amchur', 'garam', 'masala']",indian
993,"['miso', 'mirin', 'soy', 'sauc', 'ginger', 'pepper', 'sauc', 'fish', 'scallion', 'cilantro', 'sesam', 'seed']",japanese
994,"['carrot', 'onion', 'celeri', 'bell', 'pepper', 'chervil', 'tarragon', 'salt', 'ground', 'pepper', 'fish', 'butter', 'wine']",french
995,"['juic', 'lime', 'juic', 'oregano', 'garlic', 'clove', 'ground', 'cumin', 'canola', 'oil', 'pork', 'chop', 'ground', 'pepper', 'salt', 'chees', 'ham', 'dill', 'pickl', 'cilantro', 'oil']",cuban
996,"['pasta', 'oil', 'butter', 'garlic', 'shrimp', 'wine', 'cream', 'grape', 'tomato', 'kalamata', 'oliv', 'spinach', 'chees', 'salt', 'pepper']",greek
997,"['soy', 'sauc', 'sesam', 'oil', 'corn', 'starch', 'steak', 'rice', 'noodl', 'veget', 'oil', 'garlic', 'clove', 'ginger', 'onion', 'rice', 'vinegar', 'beansprout']",chinese
998,"['sauerkraut', 'sausag', 'beef', 'broth', 'onion', 'soup', 'mix', 'raisin', 'applesauc', 'pepper']",german
999,"['bisquick', 'water', 'pizza', 'sauc', 'pepperoni', 'slice', 'mzarella', 'chees']",italian
1000,"['onion', 'garlic', 'brat', 'beer', 'water', 'coriand', 'seed', 'caraway', 'seed', 'mustard', 'seed', 'ginger', 'bread', 'hoagi', 'bun', 'dog', 'bun', 'mustard', 'mustard', 'sauerkraut', 'pickl', 'beet', 'egg', 'oil', 'wine', 'vinegar', 'sugar', 'cabbag', 'salt', 'ground', 'pepper']",german
1001,"['potato', 'salt', 'savoy', 'cabbag', 'sausag', 'onion', 'ground', 'pepper', 'water', 'grain', 'dijon', 'mustard']",english
1002,"['cod', 'oil', 'onion', 'tomato', 'collard', 'green', 'potato']",portuguese
1003,"['broth', 'saffron', 'thread', 'broth', 'rice', 'onion', 'salt', 'ground', 'pepper', 'garlic', 'tomato', 'paprika', 'butter', 'bean', 'bean', 'bell', 'pepper', 'artichok', 'heart']",spanish
1004,"['beet', 'salt', 'pepper', 'butter', 'shallot', 'mushroom', 'thyme', 'pinot', 'noir', 'chevr', 'chive', 'lemon', 'zest', 'flour', 'pastri', 'dough', 'egg', 'mushroom', 'water', 'arrowroot', 'broth', 'sugar']",french
1005,"['rice', 'noodl', 'fish', 'sauc', 'lime', 'juic', 'soy', 'sauc', 'sugar', 'peanut', 'oil', 'ancho', 'powder', 'sambal', 'ulek', 'egg', 'garlic', 'bell', 'pepper', 'sugar', 'pea', 'peanut', 'cilantro', 'scallion', 'lime']",thai
1006,"['beef', 'steak', 'soy', 'sauc', 'rice', 'wine', 'corn', 'starch', 'water', 'veget', 'oil', 'ginger', 'mushroom', 'carrot', 'oyster', 'sauc', 'sugar', 'oil', 'salt', 'pepper']",chinese
1007,"['flour', 'roast', 'beef', 'chili', 'cream', 'chicken', 'soup', 'cream', 'chees']",mexican
1008,"['oil', 'lamb', 'stew', 'meat', 'onion', 'carrot', 'celeri', 'gold', 'potato', 'garlic', 'thyme', 'oregano', 'salt', 'beef', 'broth', 'flour', 'pea']",irish
1009,"['chicken', 'thigh', 'corn', 'starch', 'salt', 'ground', 'pepper', 'peanut', 'oil', 'chili', 'garlic', 'sesam', 'seed', 'scallion', 'soy', 'sauc', 'rice', 'wine', 'egg', 'white', 'chicken', 'stock', 'tomato', 'past', 'rice', 'vinegar', 'hoisin', 'sauc', 'chili', 'sesam', 'oil', 'sugar']",chinese
1010,"['veget', 'oil', 'soy', 'sauc', 'eggplant', 'sugar', 'oyster', 'sauc', 'sesam', 'oil', 'chili', 'sake', 'soba', 'noodl', 'sesam', 'seed', 'scallion']",japanese
1011,"['chicken', 'onion', 'garlic', 'ginger', 'chili', 'peppercorn', 'bay', 'leav', 'cardamom', 'pod', 'clove', 'cinnamon', 'stick', 'chili', 'salt', 'kasuri', 'methi', 'yogurt', 'buttermilk', 'garam', 'masala', 'oil']",indian
