,ingredients,cuisine
1783,"['breast chicken', 'pineappl', 'pepper', 'onion', 'barbecu sauc', 'honey', 'salt', 'garlic']",hawaiian
1784,"['tortilla', 'fish', 'bacon', 'tomato', 'avocado', 'lettuc', 'pepper', 'salt']",mexican
1785,"['breast chicken', 'onion', 'chunk pineappl', 'bbq sauc', 'bun hamburg']",hawaiian
1786,"['miso', 'sake', 'mirin', 'halibut steak', 'seed sesam', 'lime wedg', '']",japanese
1787,"['breast chicken', 'past sesam', 'sauc soy', 'rice vinegar', 'oil sesam', 'sugar', 'chili', 'peppercorn', 'lettuc', 'cucumb', 'carrot', 'onion']",chinese
1788,"['chicken cutlet', 'salt', 'curri powder', 'coconut oil', 'onion', 'raisin', 'ground pepper', 'cream', 'almond', 'cilantro']",indian
1789,"['broccoli rabe', 'water', 'cornmeal', 'dough', 'tomato', 'chees mzarella', 'chees parmesan']",american
1790,"['cucumb', 'yogurt', 'juic lemon', 'garlic', 'dill', 'salt', 'pepper', 'eggplant', 'oil', 'onion', 'ground lamb', '', 'ground pepper', 'chees']",greek
1791,"['saffron thread', 'chicken thigh', 'season', 'oil', 'chorizo', 'onion', 'bell pepper', 'scallion', 'chili', 'clove garlic', 'rice', 'wine', 'chicken stock', 'shrimp', 'fren pea']",spanish
1792,"['oil veget', 'bacon slab', 'lardon', 'beef chuck', 'salt', 'ground pepper', 'onion', 'clove garlic', 'flour', 'cognac', 'wine', 'beef stock', 'parsley', 'sprig thyme', 'bay leav', 'celeri rib', 'butter', 'mushroom', 'onion pearl', 'carrot', 'parsley']",french
1793,"['flour', 'salt', '', 'water', 'onion', 'bell pepper', 'garlic', 'tomato', 'chees', 'pork', 'ham', 'cream', 'mustard', 'chees', 'dill pickl', 'tomato', 'cream', 'juic lime', 'juic', 'oregano']",cuban
1794,"['pork tenderloin', 'garlic', 'chili', 'cilantro', 'salt', 'pepper', 'lime', '', 'vinegar wine', 'oil']",cuban
1795,"['oil', 'lemon', 'oregano', 'clove garlic', 'salt sea', 'flake pepper', 'chicken drumstick']",greek
1796,"['beef roast', 'vinegar wine', 'wine', 'water', 'onion', 'bay leav', 'clove', 'peppercorn', 'beef stock']",german
1797,"['chicken', 'rice', 'veget', 'poultri', 'breast chicken', 'water', 'sauc soy', 'corn starch', 'rice wine', 'bouillon chicken granul', '', 'oil', 'garlic', 'mushroom', 'onion', 'chestnut water', 'rice']",chinese
1798,"['salt', 'fivespic powder', 'peppercorn', 'garlic', 'ginger', 'onion spring', 'hoisin sauc', 'sauc soy', 'shaox wine', 'anis star', 'sugar', 'water', 'honey', 'rice vinegar']",chinese
1799,"['pork', 'cabbag', 'onion', 'ginger', 'rice wine', 'oil sesam', 'sauc soy', 'salt', 'corn starch', 'chicken stock', 'flour', 'water', 'soy', 'shaox wine', 'rice vinegar']",chinese
1800,"['lentil', 'bay leaf', 'thyme', 'oil', 'onion', 'garlic', 'balsam vinegar', 'oil walnut', 'salt', 'pepper', 'walnut', 'chees goat']",french
1801,"['onion', 'egg', 'egg white', 'flour', 'ground pepper', 'salt', 'powder', 'potato', 'beef cut', 'canola oil']",irish
1802,"['breast chicken halv', 'ham', 'chees', 'dijon mustard', 'salt', 'pepper', 'vinegar wine', 'honey', 'oil', 'parsley']",french
1803,"['beansprout', 'onion', 'zucchini', 'carrot', '', 'shiitak', 'garlic', 'ginger', 'salt', 'broth', 'sauc soy', 'rice wine', 'mirin', 'corn starch', 'water', 'oil sesam', 'cilantro', 'egg', 'oil']",chinese
1804,"['halibut', '', 'carrot', 'celeri', 'onion', 'parsley', 'prawn', 'butter', 'flour', 'cream', 'egg yolk', 'salt', 'ground pepper', 'flour', 'egg', 'lemon peel']",german
1805,"['sirloin steak', 'parsley', 'balsam vinegar', 'thyme', 'clove garlic', 'butter', 'onion', 'sugar', 'flour', 'water', 'wine', 'broth chicken sodium', 'beef', 'sauc worcestershir', 'pepper', 'salt', 'noodl soba', 'crouton', 'chees gruyer']",french
1806,"['kielbasa', 'pineappl', 'barbecu sauc', 'sugar', 'ginger ground', 'onion powder', 'garlic powder']",hawaiian
1807,"['gold potato', 'butter', 'garlic', 'pepper', 'salt', 'oil', 'beef ground', 'herb provenc', 'ground nutmeg', 'fren pea']",english
1808,"['beef chuck roast', 'oil veget', 'onion', 'salt', 'wine', 'beef broth', 'bay leaf', 'ground pepper', 'roast', 'roll sandwich', 'chees provolon']",french
1809,"['butter oil spread', 'spinach', 'garlic', 'leav oregano', 'tomato', 'chees', 'crust pizza', 'kalamata']",greek
1810,"['corn', 'chicken finger', 'season taco', 'chili', 'bean', 'cilantro', 'lime']",mexican
1811,"['breast ground turkey', 'ground turkey', 'quinoa', 'clove garlic', 'egg', 'oil', 'chees', 'basil', 'oregano', 'onion powder', 'salt', 'pepper', 'onion', 'tomato']",italian
1812,"['linguin wheat', 'breast chicken halv', 'salt', 'pepper', 'onion', 'clove garlic', 'broth chicken', 'paprika', 'broccoli floret', 'cream']",hungarian
1813,"['chickpea', 'oil', 'onion', 'salt', 'garlic', 'ginger', 'potato', 'fennel', 'paprika', 'dukkah pepper', 'cinnamon ground', 'coriand ground', 'ground pepper', 'stock veget', 'green', 'lemon', 'fruit']",moroccan
1814,"['pepper', 'salt', 'gold potato', 'carrot', 'garlic', 'butter', 'chuck ground', 'onion', 'mushroom', 'past tomato', 'sauc worcestershir']",english
1815,"['shell taco', 'oil', 'bean', 'lime', 'cumin', 'salt', 'pepper', 'chees mzarella', 'salsa', 'plum tomato', 'chip tortilla']",mexican
1816,"['oil', 'zest', 'juic', 'juic lime', 'cilantro', 'leav mint', 'clove garlic', 'oregano', 'cumin ground', 'salt', 'pepper', 'pork shoulder']",cuban
1817,"['beef', 'tomato', 'sauc tomato', 'carrot', 'celeri', 'onion', 'barley pearl', 'beef broth', 'salt', 'bay leaf', 'sage', 'thyme', 'pepper']",irish
1818,"['ham', 'onion', 'celeri', 'carrot', 'madeira', 'sugar', 'butter', 'thyme', 'bay leaf']",english
1819,"['water', 'concentr tamarind', 'coconut sugar', 'fish sauc', 'noodl rice stick', 'oil veget', 'garlic', 'breast chicken', 'bell pepper', 'carrot', 'onion', 'tofu', 'egg', 'peanut', 'beansprout', 'cilantro', 'lime']",thai
1820,"['pasta', 'oil veget', 'shrimp', 'garlic', 'butter', 'chees parmesan']",italian
1821,"['fish', 'mushroom', 'butter', 'pastri sheet', 'egg white', 'egg yolk', 'madeira', 'arrowroot', 'beef broth', 'oil veget', 'onion', 'chicken liver', 'goos liver', 'cream sherri', 'garlic powder', 'egg', 'butter', 'schmaltz', 'sugar', 'salt', 'pepper']",english
1822,"['corn starch', 'juic lemon', 'sauc', 'egg white', 'breadcrumb', 'cornmeal', 'creol season', 'pepper', 'fish', 'spray', 'mayonnais', 'creol mustard', 'hoagi roll', 'leav lettuc', 'tomato']",american
1823,"['avocado', 'tuna', 'coconut', 'milk', 'sauc tomato', 'salt', 'pepper', 'lemon']",portuguese
1824,"['oil', 'garlic', 'onion', 'carrot', 'celeri', 'salt', 'lentil', 'chicken stock', 'coriand ground', 'cumin ground', 'curri madra powder', 'cayenn pepper', 'breast chicken']",indian
1825,"['lobster', 'butter', 'whiskey', 'cream', 'juic lemon', 'mustard', 'salt', 'pepper']",irish
1826,"['coriand seed', 'cumin seed', 'fennel seed', 'nutmeg', 'ground turmer', 'clove', 'cardamom seed', 'chili', 'candlenut', 'garlic', 'shallot', 'ginger', 'oil peanut', 'kaffir leav lime', 'cinnamon', 'lemongrass', 'chicken', 'coconut milk', 'salt', 'rice']",indian
1827,"['breast chicken halv', 'flour', 'butter', 'shallot', 'brandi', 'wine', 'grain mustard', 'cream']",french
1828,"['steak', 'tomato', 'onion', 'chili', 'salt', 'pepper', 'grain rice', 'mango', 'cilantro']",cuban
1829,"['breast chicken', '', 'garlic', 'ginger', 'scallion', 'salt sea', 'amino coconut', 'coconut oil']",chinese
1830,"['oil veget', 'ground turkey', 'onion', 'garlic', 'caraway seed', 'cabbag', 'cheddar chees', 'cream', 'salt', 'ground pepper', 'bread crumb']",german
1831,"['chicken thigh', 'arrabbiata sauc', 'pasta', 'chees parmesan']",italian
1832,"['oil veget', 'pork roast', 'onion', 'banana', 'juic tomato', 'cayenn pepper', 'ground pepper salt']",cuban
1833,"['cream mushroom soup', 'beef broth', 'mix onion soup', 'sauc steak', 'fren meatbal', 'cream', 'egg noodl']",swedish
1834,"['flour', 'pasta sauc', 'ham', 'chunk pineappl', 'chees mzarella']",hawaiian
1835,"['beer', 'broth chicken', 'brat', 'bacon slice', 'onion', 'sauerkraut', 'caraway seed', 'carrot', 'appl smith']",german
1836,"['lemon', 'oil oliv', 'oregano', 'salt', 'pepper', 'breast chicken', 'oil', 'vinegar wine', 'garlic', 'lettuc romain', 'cucumb', 'tomato vine', 'onion', 'kalamata oliv', 'chees']",greek
1837,"['biscuit mix', 'milk', 'pepper', 'beef ground', 'onion', 'bell pepper', 'tomato', 'bean kidney', 'chili', 'onion', 'cream', 'onion']",american
1838,"['oil', 'onion', 'pepper', 'clove garlic', 'butternut squash', 'parsnip', 'sage', 'parsley', 'ground nutmeg', 'allspic ground', 'salt', 'pepper', 'pasta', 'chees parmesan', 'spray', 'butter', 'flour', 'milk']",american
1839,"['oil veget', 'onion', 'ginger', 'cilantro', 'breast chicken', 'masala', 'tomato', 'coconut milk']",indian
1840,"['eggplant', 'zucchini', 'garlic', 'pepper', 'salt', 'thyme', 'oregano', 'rosemari', 'oil', 'onion', 'mushroom', 'bell', 'broth chicken', 'tomato', 'rice', '']",greek
1841,"['sauc soy', 'garlic', 'coconut sugar', 'water', 'chili', 'corn starch', 'chicken', 'zucchini', 'onion', 'coconut oil']",chinese
1842,"['shrimp', 'chunk pineappl', 'bacon', 'pepper', 'cap mushroom', 'cherri tomato', 'sauc']",hawaiian
1843,"['pepper', 'onion', 'chunk pineappl', 'sugar', 'appl cider vinegar', 'salt', 'sprinkl', 'pepper', 'sauc soy', 'sugar', 'corn starch', 'water', 'meatbal']",hawaiian
1844,"['breast chicken', 'pineappl', 'bell pepper', 'onion', 'cherri tomato', 'ginger', 'garlic', 'sauc soy', 'bbq sauc', 'season', 'bbq season', 'salt', 'pepper']",hawaiian
1845,"['grain rice', 'oil', 'onion', 'clove garlic', 'bell pepper', 'bean', 'broth', 'cider vinegar', 'oregano', 'salt', 'ground pepper', 'radish', 'lime wedg', 'cilantro']",cuban
1846,"['beef ground', 'breadcrumb panko', 'egg', 'onion', 'ground nutmeg', 'allspic ground', 'salt', 'ground pepper', 'beef broth', 'cream', 'sauc worcestershir', 'rigatoni', 'chees', 'salt', 'pepper', 'parsley']",swedish
1847,"['ground pork', 'pickl relish', 'mustard', 'brat', 'sauerkraut', 'dill pickl', 'bacon', 'onion', 'chees', 'butter', 'bun hamburg pretzel']",cuban
1848,"['egg', 'milk', 'flour', 'salt', 'canola oil', 'butter', 'oil', 'button mushroom', 'ground pepper', 'ham', 'cream', '', 'onion']",french
1849,"['sausag', 'kale lacinato', 'bean', 'marzano tomato', 'garlic', 'wine']",french
1850,"['beef ground', 'chees', 'onion', 'breadcrumb style', 'parsley', 'egg', 'oregano', 'salt', 'pepper', 'oil', 'sauc tzatziki', 'cook oil spray', 'lemon slice', 'potato', 'parsley']",greek
1851,"['ground pepper', 'cinnamon ground', 'clove ground', 'ginger ground', 'ground turmer', 'ground nutmeg', 'ground sumac', 'ground paprika', 'coriand ground', 'cumin ground', 'chicken thigh', 'salt', 'lemon', 'spice', 'oil', 'ghee', 'onion', 'cinnamon', 'cardamom pod', 'bay leav', 'clove garlic', 'spice', 'tomato', 'water', 'rice']",indian
1852,"['lemon', 'oil', 'salt sea', 'season', 'breast chicken', 'butter', 'pita', 'lettuc romain', 'plum tomato', 'banana pepper', 'kalamata oliv', 'onion', 'chees', 'potato salad']",greek
1853,"['oil oliv', 'onion', 'bell pepper', 'garlic', 'cumin ground', '', 'breadcrumb', 'leaf parsley', 'juic lemon', 'lemon zest', 'pepper sauc', 'salt sea', 'ground pepper', 'cap', 'vinegar wine', 'ciabatta roll', 'yogurt', 'cucumb', 'lettuc romain']",greek
1854,"['oil', 'butter', 'onion', 'button mushroom', 'salt', 'pepper', 'leav marjoram', 'chicken liver', 'garlic', 'beef broth', 'filet mignon', 'pastri sheet', 'egg']",english
1855,"['pork tenderloin', 'sugar', 'chili', 'garlic powder', 'ground pepper', 'pineappl', 'onion', 'bell pepper', 'bell pepper', 'mandarin orang', 'pineappl']",hawaiian
1856,"['breast chicken', 'chicken stock', 'chili', 'chili', 'lettuc', 'tortilla']",mexican
1857,"['beef', 'flour', 'corn starch', 'salt', 'ground pepper', 'cayenn pepper', 'garlic powder', 'onion powder', 'butter', 'oil', 'onion vidalia', 'beef stock', 'milk', 'roll', 'onion']",american
1858,"['broth chicken', 'saffron', 'oil', 'chorizo', 'onion', 'bell pepper', 'salt', 'garlic', 'rice', 'mussel', 'shrimp', 'fren pea', 'scallion', 'leaf parsley']",spanish
1859,"['salt sea', 'peppercorn', 'belli pork']",chinese
1860,"['onion', 'pepper', 'potato', 'chorizo', 'clove garlic', 'broth chicken', 'paprika', 'pepper', 'cilantro', 'flour', 'corn starch']",spanish
1861,"['bacon', 'butter', 'mushroom', 'onion', 'veal', 'broth chicken', 'cream', 'salt', 'pepper', 'paprika']",hungarian
1862,"['onion', 'garlic', 'ginger ground', 'ginger root', 'cumin seed', 'garam masala', 'coriand', 'turmer', 'flake pepper', 'kale', 'broth', 'soymilk', 'cashew nut', 'yeast', 'past tomato', '', 'salt']",indian
1863,"['oil', 'garlic', 'sausag', 'pasta', 'pasta sauc', 'chees mzarella']",italian
1864,"['lobster', 'pesto']",american
1865,"['shrimp', 'mussel', 'fren seafood', 'onion', 'garlic', 'cilantro', 'bread', 'egg', 'tomato', 'wine', 'water', 'oil', 'salt', 'pepper']",portuguese
1866,"['salt', 'ground pepper', 'sprig thyme', 'bay leav', 'allspic ground', 'drumstick duck', 'duck fat']",french
1867,"['oil', 'wine', 'cream', 'lemon', 'leav oregano', 'sugar', 'garlic powder', 'onion powder', 'paprika', 'salt', 'bulgur', 'water', 'tomato', 'onion', 'chees', 'leaf parsley', 'leav mint', 'allspic', 'cinnamon', 'cayenn pepper']",greek
1868,"['ground turkey', 'onion', 'clove garlic', 'oregano', 'spinach', 'salt', 'pepper', 'oil', 'yogurt', 'cucumb', 'juic lemon', 'dill', 'garlic powder', 'onion', 'tomato', 'flatbread wheat']",greek
1869,"['garlic', 'onion', 'oil', 'coriand', 'carrot', 'broccoli', 'lentil', 'water', 'plum tomato', 'marinara sauc', 'herb provenc', 'salt', 'pepper', 'oil truffl']",french
1870,"['classico oil oliv', 'onion', 'carrot', 'broccoli', 'bell pepper', 'garlic', 'asparagu', 'ground pepper', 'sauc', 'water', 'linguin']",italian
1871,"['veal', 'gold potato', 'salt', 'butter', '', 'milk', 'dijon mustard', 'mustard', 'mustard', 'ground pepper', 'parsley']",english
1872,"['loin pork roast', 'salt', 'pepper', 'oil veget', 'juic pineappl', 'pineappl', 'sugar', 'celeri', 'cider vinegar', 'sauc soy', 'corn starch', 'water']",hawaiian
1873,"['sugar', 'hoisin sauc', 'rice vinegar', 'ketchup', 'sauc soy', 'water', 'corn starch', 'breast chicken', 'oil', 'oil sesam', 'ginger', 'flake pepper', 'egg']",chinese
1874,"['brat', 'oil', 'onion', 'ale', 'mustard', 'rice']",german
1875,"['chuck steak', 'lard', 'onion', 'mushroom', 'carrot', 'celeri', 'mustard', 'beer', 'bouquet garni', 'flour', 'butter']",english
1876,"['bacon fat', 'onion', 'celeri', 'bell pepper', 'garlic', 'paprika', 'ground pepper', 'ground pepper', 'cayenn ground pepper', 'salt', 'flour', 'broth fish', 'crawfish', 'butter', 'scallion', 'basil', 'leaf parsley']",american
1877,"['paprika', 'chili', 'cayenn', 'cumin ground', 'sugar', 'salt', 'oil', 'flour', 'garlic', 'broth chicken', 'breast chicken', 'ground pepper', 'chip tortilla', 'chees', 'cream', 'onion', 'cilantro']",mexican
1878,"['cornmeal', 'salt', 'pepper', 'fish', 'season', 'salt', 'butter', 'lemon wedg']",american
1879,"['', 'onion', 'parsley', 'garlic', 'flour', 'salt', 'cumin', 'coriand ground', 'pepper', 'cayenn pepper', 'cardamom ground', 'oil veget']",indian
1880,"['garlic', 'chili', 'cilantro', 'juic', 'oregano', 'cumin', 'salt', 'oil', 'chicken thigh', 'bell pepper', 'zucchini']",cuban
1881,"['oil', 'beef', 'tomato', 'onion', 'paprika', 'flour', 'salt', 'water', 'egg noodl']",hungarian
1882,"['rice', 'breast chicken tender', 'curri past', 'coconut milk', 'bell pepper']",thai
1883,"['chees ricotta', 'chees parmesan', 'oil', 'salt', 'egg', 'flour']",italian
1884,"['kielbasa', 'sauerkraut', 'onion', 'appl']",german
1885,"['beef ground', 'chees', 'oliv', 'sauc worcestershir', 'oregano', 'tomato', 'onion', 'dress salad']",greek
1886,"['pork tenderloin', 'salt', 'pepper', 'oil', 'spray', 'date', 'raisin', 'water', 'appl juic', 'port', 'dijon mustard', 'clove', 'parsley sprig']",american
1887,"['butter', 'brat', 'beer', 'oil', 'cabbag', 'appl', 'onion', 'appl cider vinegar', 'mustard', 'sugar', 'salt', 'pepper']",german
1888,"['drumstick duck', 'fivespic powder', 'shaox wine', 'sauc soy', 'ginger', 'garlic', 'mushroom shiitak', 'anis star', 'veget']",chinese
1889,"['mutton', 'onion', 'tomato', 'coriand powder', 'chili', 'ground turmer', 'cumin ground', 'garam masala', 'nutmeg', 'cumin seed', 'clove', 'cardamom', 'cardamom', 'mace', 'cinnamon', 'bay leaf', 'chili', 'garlic past', 'yogurt', 'water', 'ghee', 'cilantro', 'salt', 'oil']",indian
1890,"['beef brisket', 'peppercorn', 'bay leav', 'carrot', 'parsnip', 'rutabaga', 'onion', 'potato', 'cabbag']",irish
1891,"['cod', 'flour', 'corn starch', 'salt', 'paprika', 'milk', 'brown hash', 'oil']",english
1892,"['flour', 'pineappl', 'onion', 'bell pepper', 'ginger ground', 'adobo sauc', 'cilantro', 'steak', 'oil', 'clove garlic', 'salt', 'pepper', 'barbequ sauc', 'chili', 'paprika', 'cumin ground', 'chipotl pepper', 'cheddar chees']",hawaiian
1893,"['chili', 'flour', 'oil', 'water', 'broth chicken', 'bell pepper', 'onion', 'tomato', 'breast chicken halv', 'chees mzarella']",portuguese
1894,"['breast chicken', 'juic pineappl', 'pineappl', 'bbq sauc', 'rice', 'onion', 'bell pepper']",hawaiian
1895,"['chili', 'beef brisket', 'salt sea', 'ground pepper', 'oil veget', '', 'onion', 'clove garlic', 'broth chicken', '', 'babi potato', 'carrot', 'green', 'oil', 'salad', 'juic lime']",mexican
1896,"['oil', 'breast chicken', 'chorizo', 'bell pepper', 'onion', 'leek', 'garlic', 'heirloom tomato', 'wine', 'paprika', 'cumin ground', 'coriand ground', 'lemon zest', 'pepper', 'salt', 'broth chicken', 'saffron', 'rice shortgrain', 'mussel', 'butternut squash', 'parsnip', 'turnip', 'carrot', '', 'apricot', 'currant', 'flake pepper', 'leaf parsley', 'cilantro', 'lemon wedg']",spanish
1897,"['belli pork', 'fivespic powder', 'wine', 'bean curd', 'ground pepper', 'salt']",chinese
1898,"['beef tenderloin', 'ground pepper', 'salt', 'button mushroom', 'shallot', 'pastri sheet', 'egg', 'wine', 'bean', 'butter']",english
1899,"['sugar', 'lemon pepper season', 'parsley', 'garlic', 'oyster sauc', 'mayonnais', 'shrimp']",hawaiian
1900,"['brat', 'butter', 'onion', 'carrot', 'mushroom', 'thyme', 'oregano', 'flour', 'broth chicken', 'cream', 'salt', 'pepper', 'crust pie', 'cheddar chees', 'egg', 'water']",german
1901,"['steak', 'lime zest', 'juic lime', 'zest', 'juic', 'oil', 'clove garlic', 'oregano', 'cumin', 'salt', 'pepper', 'flour', 'cabbag', 'chili', 'gallo', 'avocado', 'cream']",cuban
1902,"['chunk pineappl', 'sugar', 'corn starch', 'water', 'sauc soy', 'carrot', 'canola oil', 'celeri rib', 'pepper', 'pepper', 'onion', 'pea sugar', 'breast chicken', 'rice']",hawaiian
1903,"['flour', 'egg', 'salt', 'cabbag', 'onion', 'butter', 'pepper']",hungarian
1904,"['beef ground', 'celeri rib', 'onion', 'catsup', 'mustard', 'chili', 'vinegar', 'salt', 'pepper', 'accent season', 'soup tomato', 'soup', 'oregano', 'sugar', 'bun hamburg']",english
1905,"['garlic', 'cumin ground', 'ground pepper', 'leav oregano', 'juic', '', 'lime', 'oil', 'salt', 'pork roast shoulder', 'mint', 'lime wedg', 'rice', 'bean', 'maduro']",cuban
1906,"['ground pork', 'beef ground', 'paprika', 'fennel seed', 'ground pepper', 'garlic', 'onion', 'chili', 'coriand ground', 'rice', 'salt', 'sauerkraut', 'juic tomato', 'cabbag', 'bacon', 'cucumb', 'cream', 'cucumb', 'dill', 'vinegar wine', 'ground pepper']",hungarian
1907,"['breast chicken halv', 'oil', 'lemon', 'clove garlic', 'oregano', 'paprika', 'ground pepper', 'salt sea']",greek
1908,"['shoulder veal', 'pork shoulder', 'bread crumb', 'parsley', 'caper', 'lemon zest', 'egg', 'anchovi past', 'salt', 'pepper', 'club soda', 'beef broth', 'water', 'butter', 'shallot', 'flour', 'cream']",german
1909,"['chicken drumstick', 'chicken thigh', 'water', 'onion', 'chicken cube stock', 'paprika', 'cream', 'salt', 'pepper', 'oil veget']",hungarian
1910,"['filet mignon', 'canola oil', 'sel', 'peppercorn', 'butter', 'mushroom', 'sherri', 'salt', 'ground pepper', 'oil', 'shallot', 'cognac', 'cream', 'dijon mustard', 'grain mustard', 'leav parsley']",french
1911,"['egg white', 'corn starch', 'rice vinegar', 'veget', 'breast chicken', 'chili', 'honey', 'sauc soy', 'fish sauc', 'ginger', 'lemongrass', 'juic lime', 'broth chicken', 'bell', 'pea sugar', 'cilantro', 'peanut', 'lime wedg']",thai
1912,"['ground pork', 'water', 'rice', 'peach', 'pineappl']",hawaiian
1913,"['salt sea', 'cumin', 'paprika', 'garlic powder', 'pepper', 'creol season', 'cilantro', 'parsley', 'clove garlic', 'avocado oil', 'lime', 'vinegar wine', 'water', 'steak', 'onion vidalia', 'oil', 'salt', 'pepper']",cuban
1914,"['beef roast', 'shoyu', 'water', 'gingerroot', 'garlic', 'oil']",hawaiian
1915,"['', 'oil', 'onion', 'garlic', 'beef ground', 'salt', 'ground pepper', 'garlic salt', 'broth chicken', 'bean', 'tomato', 'cumin ground', 'chili', 'cilantro']",italian
1916,"['oil', 'vinegar wine', 'cucumb', 'tomato', 'oliv', 'salt', 'pepper', 'garlic', 'yogurt', 'dill', 'ground turkey', 'oregano', 'corn tortilla', 'chees']",greek
1917,"['fish', 'milk', 'cornmeal', 'season', 'ground pepper', 'oil peanut', 'pea', 'broth chicken', 'water', 'bacon', 'onion', 'clove garlic', 'pepper', 'green turnip', 'salt', 'pepper', 'cider vinegar']",american
1918,"['calf liver', 'salt', 'pepper', 'saltin', 'egg', 'crisco', 'onion', 'flour']",english
1919,"['onion', 'garlic', 'sugar', 'ginger root', 'sauc soy', 'vinegar', 'oil sesam', 'beef', 'mayonnais', 'chili', 'togarashi', 'onion slice', 'chees jack', 'chees', 'pineappl', 'cabbag', 'leaf lettuc', 'tomato']",hawaiian
1920,"['appl cider', 'salt', 'sugar', 'celeri', 'carrot', '', 'onion', 'berri junip', 'sage', 'thyme', 'bay leav', 'turkey', 'water', 'wine']",american
1921,"['onion', 'shallot', 'bell pepper', 'bell pepper', 'bell pepper', 'ground pepper', 'salt', 'sugar', 'vinegar wine', 'oil', 'butter', 'thyme', 'clove garlic', 'shell', 'lobster', 'spray', 'watercress']",american
1922,"['beef', 'oil', 'onion', 'leek', 'carrot', 'celeri stick', 'garlic', 'beef stock', '', 'salt', 'pepper', 'butter', 'bacon', 'mushroom', 'flour']",irish
1923,"['brat', 'sauerkraut', '', 'mustard', '', 'bread rye']",german
1924,"['center chop pork', 'season', 'flour', 'cornmeal', 'butter', 'oil', 'lemon', 'parsley sprig']",american
1925,"['vinegar', 'ketchup', 'sauc soy', 'pineappl', 'sugar', 'corn starch', 'salt', 'ginger', 'pork sparerib']",hawaiian
1926,"['sparerib', 'sauc soy', 'flour', 'garlic', 'ginger', 'cider vinegar', 'water', 'sugar', 'salt']",chinese
1927,"['fish', 'crabmeat', 'bell pepper', 'pimento', 'mustard', 'sauc worcestershir', 'salt', 'pepper', 'bay season', 'cayenn ground pepper', 'saltin', 'egg', 'mayonnais', 'parsley', 'butter', 'paprika']",american
1928,"['fish', 'oil veget', 'salt', 'flour', 'milk', 'egg', 'pastri', 'butter', 'mushroom', 'shallot', 'clove garlic', 'wine', 'chive', 'dijon mustard', 'vinegar wine', 'wine', 'port', 'madeira', 'beef stock', 'rosemari', 'potato', 'parsley root', 'cream', 'kale']",english
1929,"['oil', 'butter', 'shallot', 'sugar', 'salt', 'butter', 'honey', 'leav thyme', 'salt', 'chicken', 'parsley', 'chive', 'tarragon', 'thyme', 'oregano', 'garlic', 'ground pepper', 'dijon mustard', 'water']",french
1930,"['breast chicken', 'oil veget', 'onion', 'celeri rib', 'ketchup', 'water', 'juic lemon', 'vinegar', 'sugar', 'sauc worcestershir', 'pineappl', 'salt']",hawaiian
1931,"['salsa', 'tomato', 'onion', 'garlic', 'juic lime', 'salt', 'chili', 'pepper', 'chees', 'egg', 'oil veget']",mexican
1932,"['dress wishbon', 'cod', 'food mayonnais', 'corn tortilla', 'cabbag', 'chili', 'cilantro', 'juic lime']",mexican
1933,"['fish', 'chili', 'coriand powder', 'ground turmer', 'garlic past', 'ginger past', 'shallot', 'juic lemon', 'salt', 'oil']",indian
1934,"['beef brisket', 'onion', 'water', 'potato', 'carrot', 'cabbag']",irish
1935,"['shrimp', 'oil', 'garlic', 'lemon', 'salt', 'pepper', 'oregano', 'dill', 'potato', 'shallot', 'bell pepper', 'bell pepper', 'chees', 'cherri tomato', 'cucumb', 'bread pita']",greek
1936,"['breast chicken', 'salt', 'pepper', 'mustard', 'ham', 'dill pickl', 'chees', 'egg', 'flour', 'bread crumb', 'oil veget']",cuban
1937,"['chicken meat', 'shaox wine', 'salt', 'corn starch', 'oil', 'ginger', 'garlic', 'chili', 'scallion', 'rice vinegar', 'sauc soy', 'sauc soy', 'hoisin sauc', 'water', 'sugar']",chinese
1938,"['fish', 'sauc soy', 'sake', 'scallion', 'chive', 'ginger root', 'sugar', 'bamboo shoot']",japanese
1939,"['ziti', 'chicken', 'sauc', 'chees mzarella', 'chees parmesan', 'parsley', 'oil', 'garlic', 'flour', 'broth chicken', 'milk', 'chees parmesan', 'salt', 'pepper']",italian
1940,"['parsley', 'clove garlic', 'chees', 'oregano', 'basil', 'pepper', 'pepper', 'breast chicken', 'egg white', 'oil']",italian
1941,"['fish', 'sake', 'ginger', 'onion', 'sauc', 'rice wine', 'miso', 'sugar', 'miso past', 'marinad', 'salt']",japanese
1942,"['wine', 'water', 'garlic', 'chili', 'pepper', 'salt', 'beef steak tenderloin', 'oil veget']",portuguese
1943,"['lentil', 'shrimp', 'herb provenc', 'pepper', 'oil', 'wine', 'garlic', 'kale', 'cherri tomato', 'salt', 'ground pepper', 'juic lemon', 'parsley']",french
1944,"['mutton', 'clove garlic', 'ginger', 'almond', 'cardamom pod', 'clove', 'cinnamon stick', 'onion', 'coriand ground', 'cumin ground', 'cayenn pepper', 'garam masala', 'salt', 'cream', 'water', 'yogurt', 'saffron', 'oil veget']",indian
1945,"['beef tenderloin', 'oil', 'garlic', 'ginger', 'bell pepper', 'bell pepper', 'onion', 'ground pepper', 'salt', 'sauc soy', 'oyster sauc', 'sauc worcestershir', 'rice wine', 'corn starch', 'oil sesam', 'sugar']",american
